Asset_1,Asset_2,Asset_3,Asset_4,Asset_5
0.0007939724719057331,0.010483722295294729,-0.0073618239883119566,0.0046521595779640355,-0.00027426712082309206
0.006315676625393622,0.005665318327244802,-0.009382782707059672,-0.004086847763047742,0.008107009129558482
-0.009964242492515587,-0.009506343686877278,0.005838998926496467,-0.004734953311050306,-0.0033020247637219457
0.012111241161434548,0.0024699304565873317,-0.006506166085439929,-0.006026083312443492,0.010657521663472898
0.007307517075205833,0.011062681287525553,-0.00952796009054778,0.0009412932700688996,0.004953352856632874
-0.01585991137785773,-0.004080458697651307,0.013868931568590292,0.014529251077616328,-0.01906366597442452
0.0018990464667287168,-0.028533359512717526,0.028320665066066994,-0.010050350697308051,-0.0040065539548242825
0.007475948088959693,-0.005564681619794235,-0.007030130046502821,-0.017086076586352514,0.015300419925387467
0.008720055114498318,0.012851066723228808,-0.020807478586597324,-0.007455541331797047,0.015003181922089989
-0.00016820577864500066,0.005298879852294537,-0.0009163003959649259,0.005677770648195588,-0.003246990763547993
0.0035936149091635276,-0.0003699476666135596,-0.006940749967445348,-0.010606657621150537,0.009456651537972312
-0.01709228772492418,0.004680216637420408,-0.004579037651000736,0.007698283220066327,-0.008647468106069414
0.0044768792881552735,-0.02033414729115362,0.008904312198598783,-0.018719639826280207,0.009584581818387809
-0.005243829615954299,-0.01017198370112259,0.011316000470833878,-4.630207965652168e-05,-0.005920607115905439
0.0021117861557361224,0.015448976745913263,-0.0074153651907399075,0.012386820828688274,-0.0038075453810438387
-0.019796678114456064,-0.01319246950252881,0.020124082067303914,0.008958833342585844,-0.019851328257950617
0.004714300828890952,0.0066099750442768215,-0.002566606372758156,0.004713279497185319,-0.00015850105296992702
-0.0055551424616407385,-0.005184056371968334,0.006332368534965228,0.0010281258620445204,-0.005019585351291745
-0.006851698615084814,0.007671758279188451,-0.004036320549379556,0.007451298627929169,-0.005613306607412379
0.0014234148010940284,0.005410767486802569,-0.002693054886814921,0.005161119093945477,-0.0011490109980385463
-0.015430412299689356,-0.007017654987197055,0.004689842059421328,0.0002165769239653429,-0.007362625648483552
0.004937769830239454,-0.0021936863497489544,0.001831585883456466,-0.002968701199553305,0.002700209713338339
0.0011248126471430483,-0.019598803596449287,0.012959658750202371,-0.013559300404120778,0.0034940785758523375
-0.0015271799542201491,0.0013057416036774457,0.004965285761888988,0.009081528559848801,-0.007127225528748604
0.004276925706055591,0.013951382107586568,-0.009530629562767375,0.007617061710517491,0.0005847172075025578
-0.0013068399157690324,-0.006069701607431587,0.008864020639973822,0.0015043225420268722,-0.004592054042401635
0.010533111407694695,0.011250440862104676,-0.007374255659964252,0.0032238828757359525,0.0042434563487364334
-0.01428580281329589,-0.003474462564558239,0.00489882345077228,0.0070101897446326845,-0.010280495266888231
-0.003878232018059107,-0.009267448598737632,0.005906291824795718,-0.0038530092081460283,-0.0008574672719453018
0.004128703214232162,-0.006459133882881281,-0.0030619951275679086,-0.011993668441340777,0.010042524371323245
0.011478279627694767,0.004650374957911946,-0.0036260930001607555,0.0003569383796147034,0.005711803866216244
-0.0010066757831747012,0.012606034646907184,-0.007877053105283787,0.00796711817248406,-0.002525583625092594
0.004088040896181295,-0.009024809733009754,0.006555663974348427,-0.005962941607103672,0.0027685531400861276
0.0015344337084249216,-0.011827410223985755,0.005266359027736623,-0.010716730943826754,0.004974303504661224
0.0003648833017143476,-0.011058921047682217,0.011799964199535766,-0.0024294016247384336,-0.0026798888088756423
-0.020741378760525835,0.015266108091625959,-0.009746520608614077,0.01579358153332746,-0.013458668087609687
-0.020797222000786767,-0.03588876245178808,0.03212332558486157,-0.010232907798683466,-0.013839904202809733
0.017826459122574873,0.02931349665025752,-0.03565027254914301,-0.003313513643832309,0.021363962888342018
0.005708026307790052,-0.0038446870304143068,0.0057656272245267095,-0.0002982217450378833,0.0003165047535828493
0.01056374235821066,-0.005529515791840819,0.0006360293546041205,-0.01065905006666735,0.009592746114414378
-0.0007450421375377435,-0.010133342090499223,0.016430977525916747,0.0031178138271828336,-0.008330639020970193
-0.0051733189360632795,-0.0037205994072298525,0.0027498137364307803,-0.0009878876179849148,-0.002430504278887507
0.023657182575529356,-0.012798047249589078,-0.005364629232215299,-0.033356300766150634,0.028910671068457575
0.014559181037490234,-0.0069391740845808824,-0.0010065015991590509,-0.015523444140040978,0.014473575319597433
-0.02423272672843785,0.011461569396718496,0.009195107701120614,0.033334662454447245,-0.03132794830516232
0.00043440938118698114,-0.020064688826897107,0.019011556053575313,-0.007444647742662165,-0.002488597959088581
0.004154479680813367,0.00426011754900182,-0.00017570225353286597,0.003340261549333595,-0.0007289753248798355
0.011669407370829483,0.005582275571088645,0.001050678885095513,0.0068089268022498385,0.0004060133768977807
0.02013975301090377,0.011663720717452331,-0.017776846496277674,-0.01138463115128531,0.019610583931429528
0.006732040897018732,-0.008216864638544947,0.005843986187726982,-0.007731181861456494,0.004569617485702528
-0.004754288598786129,0.0028418368300531394,0.006296260182346152,0.0126363753802419,-0.011163966827322538
0.011937424875595168,-0.006623166948603971,0.003955991960440137,-0.009435294976690342,0.008030779138418822
-0.0006300586138167515,0.006572286618026911,-0.005611583074992358,0.002282824330089097,0.00018183783012797045
-0.03827349543218274,-0.022482542098330862,0.008902036776093287,-0.010934261335801521,-0.011137140123777797
-0.005453200744250362,0.010232743715729875,-0.0019317009179293724,0.014362443189708488,-0.009361556345702465
-0.0051180196423021365,-0.0023015608650175305,-0.004191386281622396,-0.007696585216138478,0.0036080007454880655
0.002542983586568207,-0.009383361656664797,0.001307766943098902,-0.011027661840364324,0.0072562747685680105
-0.007728418971154084,-0.012552077200889626,0.006488811342731079,-0.008410957893727578,-0.0004326998056414646
0.00022128112581358287,0.006583604287204935,-0.00368529978010605,0.004997141165948393,-0.0014879685724978747
0.019584322058648598,0.008066008102611185,-0.018371978312317433,-0.01475709807821553,0.022267408025522736
